SALES_ID,SALES_REP,EMAILS,BRANDS,PLANT_COST,UNIT_PRICE,QUANTITY,COST,PROFIT,COUNTRIES,REGION ,MONTHS,YEARS
856,Jones,jone.ai@yahoo.com,budweiser,250,500,784,392000,196000,Ghana,northwest,April,2019
857,Jardine,jard@gmail.com,castle lite,180,450,795,357750,214650,Nigeria,northeast ,May,2017
858,Gill,gillhell@uk.com,eagle lager,170,250,948,237000,75840,Togo,northcentral ,June,2019
859,Sorvino,sorvi2000@gmail.com,hero,150,200,787,157400,39350,Benin,Southeast,July,2019
860,Jones,jone.ai@yahoo.com,beta malt,80,150,977,146550,68390,Senegal,west,August,2018
861,Andrews,andy@gmail.com,grand malt,90,150,955,143250,57300,Ghana,southsouth,September,2017
862,Jardine,jard@gmail.com,trophy,150,200,955,191000,47750,Nigeria,northwest,October,2018
863,Thompson,thomp@uk.com,budweiser,250,500,765,382500,191250,Togo,northeast ,November,2017
864,Jones,jone.ai@yahoo.com,castle lite,180,450,887,399150,239490,Benin,northcentral ,December,2019
865,Morgan,morganny@gmail.com,eagle lager,170,250,729,182250,58320,Senegal,Southeast,January,2019
866,Howard,howard_freeman@yahoo.com,hero,150,200,836,167200,41800,Ghana,west,February,2019
867,Parent,parentty@uk.com,beta malt,80,150,797,119550,55790,Nigeria,southsouth,March,2018
868,Jones,jone.ai@yahoo.com,grand malt,90,150,791,118650,47460,Togo,northwest,April,2019
869,Smith,smithMan@yahoo.com,trophy,150,200,773,154600,38650,Benin,northeast ,May,2018
870,Jones,jone.ai@yahoo.com,budweiser,250,500,767,383500,191750,Senegal,northcentral ,June,2017
871,Morgan,morganny@gmail.com,castle lite,180,450,939,422550,253530,Ghana,Southeast,July,2019
872,Jones,jone.ai@yahoo.com,eagle lager,170,250,832,208000,66560,Nigeria,west,August,2018
873,Parent,parentty@uk.com,hero,150,200,768,153600,38400,Togo,southsouth,September,2018
874,Kivell,kivel_go@yahoo.com,beta malt,80,150,958,143700,67060,Benin,northwest,October,2017
875,Smith,smithMan@yahoo.com,grand malt,90,150,958,143700,57480,Senegal,northeast ,November,2018
876,Parent,parentty@uk.com,trophy,150,200,927,185400,46350,Ghana,northcentral ,December,2019
877,Gill,gillhell@uk.com,budweiser,250,500,919,459500,229750,Nigeria,Southeast,January,2019
878,Smith,smithMan@yahoo.com,castle lite,180,450,830,373500,224100,Togo,west,February,2018
879,Jones,jone.ai@yahoo.com,eagle lager,170,250,874,218500,69920,Benin,southsouth,March,2018
880,Sorvino,sorvi2000@gmail.com,hero,150,200,954,190800,47700,Senegal,northwest,April,2017
881,Jardine,jard@gmail.com,beta malt,80,150,919,137850,64330,Ghana,northeast ,May,2017
882,Andrews,andy@gmail.com,grand malt,90,150,796,119400,47760,Nigeria,northcentral ,June,2017
883,Howard,howard_freeman@yahoo.com,trophy,150,200,773,154600,38650,Togo,Southeast,July,2017
884,Gill,gillhell@uk.com,budweiser,250,500,891,445500,222750,Benin,west,August,2018
885,Gill,gillhell@uk.com,castle lite,180,450,778,350100,210060,Senegal,southsouth,September,2017
886,Kivell,kivel_go@yahoo.com,eagle lager,170,250,950,237500,76000,Ghana,northwest,October,2018
887,Jones,jone.ai@yahoo.com,hero,150,200,840,168000,42000,Nigeria,northeast ,November,2017
888,Morgan,morganny@gmail.com,beta malt,80,150,821,123150,57470,Togo,northcentral ,December,2017
889,Kivell,kivel_go@yahoo.com,grand malt,90,150,720,108000,43200,Benin,Southeast,January,2017
890,Sorvino,sorvi2000@gmail.com,trophy,150,200,706,141200,35300,Senegal,west,February,2019
891,Gill,gillhell@uk.com,budweiser,250,500,827,413500,206750,Ghana,southsouth,March,2018
892,Sorvino,sorvi2000@gmail.com,castle lite,180,450,792,356400,213840,Nigeria,northwest,April,2017
893,Thompson,thomp@uk.com,eagle lager,170,250,885,221250,70800,Togo,northeast ,May,2017
894,Andrews,andy@gmail.com,hero,150,200,973,194600,48650,Benin,northcentral ,June,2019
895,Jardine,jard@gmail.com,beta malt,80,150,977,146550,68390,Senegal,Southeast,July,2017
896,Jardine,jard@gmail.com,grand malt,90,150,873,130950,52380,Ghana,west,August,2019
897,Andrews,andy@gmail.com,trophy,150,200,932,186400,46600,Nigeria,southsouth,September,2017
898,Jardine,jard@gmail.com,budweiser,250,500,701,350500,175250,Togo,northwest,October,2018
899,Gill,gillhell@uk.com,castle lite,180,450,977,439650,263790,Benin,northeast ,November,2017
900,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,977,244250,78160,Senegal,northcentral ,December,2017
901,Jones,jone.ai@yahoo.com,hero,150,200,952,190400,47600,Ghana,Southeast,January,2019
902,Andrews,andy@gmail.com,beta malt,80,150,750,112500,52500,Nigeria,west,February,2018
903,Jardine,jard@gmail.com,grand malt,90,150,961,144150,57660,Togo,southsouth,March,2017
904,Thompson,thomp@uk.com,trophy,150,200,702,140400,35100,Benin,northwest,April,2018
905,Jones,jone.ai@yahoo.com,budweiser,250,500,984,492000,246000,Senegal,northeast ,May,2017
906,Morgan,morganny@gmail.com,castle lite,180,450,861,387450,232470,Ghana,northcentral ,June,2017
907,Howard,howard_freeman@yahoo.com,eagle lager,170,250,984,246000,78720,Nigeria,Southeast,July,2019
908,Parent,parentty@uk.com,hero,150,200,760,152000,38000,Togo,west,August,2018
909,Jones,jone.ai@yahoo.com,beta malt,80,150,849,127350,59430,Benin,southsouth,September,2019
910,Smith,smithMan@yahoo.com,grand malt,90,150,728,109200,43680,Senegal,northwest,October,2017
911,Jones,jone.ai@yahoo.com,trophy,150,200,842,168400,42100,Ghana,northeast ,November,2019
912,Morgan,morganny@gmail.com,budweiser,250,500,966,483000,241500,Nigeria,northcentral ,December,2017
913,Jones,jone.ai@yahoo.com,castle lite,180,450,732,329400,197640,Togo,Southeast,January,2017
914,Parent,parentty@uk.com,eagle lager,170,250,996,249000,79680,Benin,west,February,2018
915,Kivell,kivel_go@yahoo.com,hero,150,200,770,154000,38500,Senegal,southsouth,March,2019
916,Smith,smithMan@yahoo.com,beta malt,80,150,785,117750,54950,Ghana,northwest,April,2017
917,Parent,parentty@uk.com,grand malt,90,150,891,133650,53460,Nigeria,northeast ,May,2017
918,Gill,gillhell@uk.com,trophy,150,200,793,158600,39650,Togo,northcentral ,June,2019
919,Smith,smithMan@yahoo.com,budweiser,250,500,893,446500,223250,Benin,Southeast,July,2019
920,Jones,jone.ai@yahoo.com,castle lite,180,450,880,396000,237600,Senegal,west,August,2017
921,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,921,230250,73680,Ghana,southsouth,September,2017
922,Jardine,jard@gmail.com,hero,150,200,851,170200,42550,Nigeria,northwest,October,2019
923,Andrews,andy@gmail.com,beta malt,80,150,860,129000,60200,Togo,northeast ,November,2018
924,Howard,howard_freeman@yahoo.com,grand malt,90,150,818,122700,49080,Benin,northcentral ,December,2018
925,Gill,gillhell@uk.com,trophy,150,200,906,181200,45300,Senegal,Southeast,January,2017
926,Gill,gillhell@uk.com,budweiser,250,500,810,405000,202500,Ghana,west,February,2017
927,Kivell,kivel_go@yahoo.com,castle lite,180,450,847,381150,228690,Nigeria,southsouth,March,2019
928,Jones,jone.ai@yahoo.com,eagle lager,170,250,703,175750,56240,Togo,northwest,April,2017
929,Morgan,morganny@gmail.com,hero,150,200,716,143200,35800,Benin,northeast ,May,2018
930,Kivell,kivel_go@yahoo.com,beta malt,80,150,895,134250,62650,Senegal,northcentral ,June,2019
931,Sorvino,sorvi2000@gmail.com,grand malt,90,150,981,147150,58860,Ghana,Southeast,July,2019
932,Gill,gillhell@uk.com,trophy,150,200,799,159800,39950,Nigeria,west,August,2018
933,Sorvino,sorvi2000@gmail.com,budweiser,250,500,774,387000,193500,Togo,southsouth,September,2018
934,Thompson,thomp@uk.com,castle lite,180,450,861,387450,232470,Benin,northwest,October,2019
935,Andrews,andy@gmail.com,eagle lager,170,250,928,232000,74240,Senegal,northeast ,November,2017
936,Jardine,jard@gmail.com,hero,150,200,706,141200,35300,Ghana,northcentral ,December,2019
937,Jardine,jard@gmail.com,beta malt,80,150,761,114150,53270,Nigeria,Southeast,January,2019
938,Andrews,andy@gmail.com,grand malt,90,150,849,127350,50940,Togo,west,February,2017
939,Jones,jone.ai@yahoo.com,trophy,150,200,914,182800,45700,Benin,southsouth,March,2019
940,Morgan,morganny@gmail.com,budweiser,250,500,942,471000,235500,Senegal,northwest,April,2018
941,Kivell,kivel_go@yahoo.com,castle lite,180,450,930,418500,251100,Ghana,northeast ,May,2017
942,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,945,236250,75600,Nigeria,northcentral ,June,2018
943,Gill,gillhell@uk.com,hero,150,200,775,155000,38750,Togo,Southeast,July,2017
944,Sorvino,sorvi2000@gmail.com,beta malt,80,150,729,109350,51030,Benin,west,August,2017
945,Thompson,thomp@uk.com,grand malt,90,150,941,141150,56460,Senegal,southsouth,September,2019
946,Andrews,andy@gmail.com,trophy,150,200,735,147000,36750,Ghana,northwest,October,2017
947,Jardine,jard@gmail.com,budweiser,250,500,727,363500,181750,Nigeria,northeast ,November,2018
948,Jardine,jard@gmail.com,castle lite,180,450,859,386550,231930,Togo,northcentral ,December,2018
949,Andrews,andy@gmail.com,eagle lager,170,250,792,198000,63360,Benin,Southeast,January,2017
950,Jardine,jard@gmail.com,hero,150,200,874,174800,43700,Senegal,west,February,2017
951,Gill,gillhell@uk.com,beta malt,80,150,792,118800,55440,Ghana,southsouth,March,2019
952,Sorvino,sorvi2000@gmail.com,grand malt,90,150,822,123300,49320,Nigeria,northwest,April,2018
953,Jones,jone.ai@yahoo.com,trophy,150,200,912,182400,45600,Togo,northeast ,May,2017
954,Andrews,andy@gmail.com,budweiser,250,500,759,379500,189750,Benin,northcentral ,June,2017
955,Jardine,jard@gmail.com,castle lite,180,450,858,386100,231660,Senegal,Southeast,July,2017
956,Thompson,thomp@uk.com,eagle lager,170,250,921,230250,73680,Ghana,west,August,2018
957,Jones,jone.ai@yahoo.com,hero,150,200,871,174200,43550,Nigeria,southsouth,September,2019
958,Morgan,morganny@gmail.com,beta malt,80,150,836,125400,58520,Togo,northwest,October,2018
959,Howard,howard_freeman@yahoo.com,grand malt,90,150,861,129150,51660,Benin,northeast ,November,2019
960,Parent,parentty@uk.com,trophy,150,200,711,142200,35550,Senegal,northcentral ,December,2019
961,Jones,jone.ai@yahoo.com,budweiser,250,500,834,417000,208500,Ghana,Southeast,January,2019
962,Smith,smithMan@yahoo.com,castle lite,180,450,979,440550,264330,Nigeria,west,February,2018
963,Jones,jone.ai@yahoo.com,eagle lager,170,250,858,214500,68640,Togo,southsouth,March,2019
964,Jardine,jard@gmail.com,hero,150,200,737,147400,36850,Benin,northwest,April,2017
965,Gill,gillhell@uk.com,beta malt,80,150,800,120000,56000,Senegal,northeast ,May,2018
966,Sorvino,sorvi2000@gmail.com,grand malt,90,150,892,133800,53520,Ghana,northcentral ,June,2018
967,Jones,jone.ai@yahoo.com,trophy,150,200,758,151600,37900,Nigeria,Southeast,July,2018
968,Andrews,andy@gmail.com,budweiser,250,500,725,362500,181250,Togo,west,August,2017
969,Jardine,jard@gmail.com,castle lite,180,450,939,422550,253530,Benin,southsouth,September,2018
970,Thompson,thomp@uk.com,eagle lager,170,250,851,212750,68080,Senegal,northwest,October,2017
971,Jones,jone.ai@yahoo.com,hero,150,200,814,162800,40700,Ghana,northeast ,November,2018
972,Morgan,morganny@gmail.com,beta malt,80,150,832,124800,58240,Nigeria,northcentral ,December,2018
973,Howard,howard_freeman@yahoo.com,grand malt,90,150,927,139050,55620,Togo,Southeast,January,2017
974,Parent,parentty@uk.com,trophy,150,200,825,165000,41250,Benin,west,February,2018
975,Jones,jone.ai@yahoo.com,budweiser,250,500,934,467000,233500,Senegal,southsouth,March,2018
976,Smith,smithMan@yahoo.com,castle lite,180,450,779,350550,210330,Ghana,northwest,April,2019
977,Jones,jone.ai@yahoo.com,eagle lager,170,250,706,176500,56480,Nigeria,northeast ,May,2019
978,Morgan,morganny@gmail.com,hero,150,200,743,148600,37150,Togo,northcentral ,June,2017
979,Jones,jone.ai@yahoo.com,beta malt,80,150,919,137850,64330,Benin,Southeast,July,2017
980,Parent,parentty@uk.com,grand malt,90,150,991,148650,59460,Senegal,west,August,2019
981,Kivell,kivel_go@yahoo.com,trophy,150,200,836,167200,41800,Ghana,southsouth,September,2018
982,Smith,smithMan@yahoo.com,budweiser,250,500,793,396500,198250,Nigeria,northwest,October,2017
983,Parent,parentty@uk.com,castle lite,180,450,831,373950,224370,Togo,northeast ,November,2019
984,Gill,gillhell@uk.com,eagle lager,170,250,847,211750,67760,Benin,northcentral ,December,2017
985,Smith,smithMan@yahoo.com,hero,150,200,993,198600,49650,Senegal,Southeast,January,2017
986,Jones,jone.ai@yahoo.com,beta malt,80,150,904,135600,63280,Ghana,west,February,2019
987,Sorvino,sorvi2000@gmail.com,grand malt,90,150,832,124800,49920,Nigeria,southsouth,March,2018
988,Jardine,jard@gmail.com,trophy,150,200,763,152600,38150,Togo,northwest,April,2017
989,Andrews,andy@gmail.com,budweiser,250,500,912,456000,228000,Benin,northeast ,May,2019
990,Howard,howard_freeman@yahoo.com,castle lite,180,450,834,375300,225180,Senegal,northcentral ,June,2018
991,Gill,gillhell@uk.com,eagle lager,170,250,914,228500,73120,Ghana,Southeast,July,2019
992,Gill,gillhell@uk.com,hero,150,200,863,172600,43150,Nigeria,west,August,2019
993,Kivell,kivel_go@yahoo.com,beta malt,80,150,835,125250,58450,Togo,southsouth,September,2017
994,Jones,jone.ai@yahoo.com,grand malt,90,150,859,128850,51540,Benin,northwest,October,2019
995,Morgan,morganny@gmail.com,trophy,150,200,995,199000,49750,Senegal,northeast ,November,2017
996,Kivell,kivel_go@yahoo.com,budweiser,250,500,995,497500,248750,Ghana,northcentral ,December,2018
997,Sorvino,sorvi2000@gmail.com,castle lite,180,450,736,331200,198720,Nigeria,Southeast,January,2019
998,Gill,gillhell@uk.com,eagle lager,170,250,857,214250,68560,Togo,west,February,2018
999,Sorvino,sorvi2000@gmail.com,hero,150,200,938,187600,46900,Benin,southsouth,March,2018
1000,Thompson,thomp@uk.com,beta malt,80,150,785,117750,54950,Senegal,northwest,April,2018
1001,Andrews,andy@gmail.com,grand malt,90,150,910,136500,54600,Ghana,northeast ,May,2018
1002,Jardine,jard@gmail.com,trophy,150,200,838,167600,41900,Nigeria,northcentral ,June,2019
1003,Jardine,jard@gmail.com,budweiser,250,500,943,471500,235750,Togo,Southeast,July,2019
1004,Andrews,andy@gmail.com,castle lite,180,450,771,346950,208170,Benin,west,August,2019
1005,Jardine,jard@gmail.com,eagle lager,170,250,881,220250,70480,Senegal,southsouth,September,2017
1006,Gill,gillhell@uk.com,hero,150,200,973,194600,48650,Ghana,northwest,October,2017
1007,Sorvino,sorvi2000@gmail.com,beta malt,80,150,786,117900,55020,Nigeria,northeast ,November,2017
1008,Jones,jone.ai@yahoo.com,grand malt,90,150,904,135600,54240,Togo,northcentral ,December,2018
1009,Andrews,andy@gmail.com,trophy,150,200,912,182400,45600,Benin,Southeast,January,2018
1010,Jardine,jard@gmail.com,budweiser,250,500,734,367000,183500,Senegal,west,February,2018
1011,Thompson,thomp@uk.com,castle lite,180,450,977,439650,263790,Ghana,southsouth,March,2017
1012,Jones,jone.ai@yahoo.com,eagle lager,170,250,711,177750,56880,Nigeria,northwest,April,2017
1013,Morgan,morganny@gmail.com,hero,150,200,727,145400,36350,Togo,northeast ,May,2017
1014,Howard,howard_freeman@yahoo.com,beta malt,80,150,732,109800,51240,Benin,northcentral ,June,2017
1015,Parent,parentty@uk.com,grand malt,90,150,908,136200,54480,Senegal,Southeast,July,2018
1016,Jones,jone.ai@yahoo.com,trophy,150,200,767,153400,38350,Ghana,west,August,2017
1017,Smith,smithMan@yahoo.com,budweiser,250,500,847,423500,211750,Nigeria,southsouth,September,2019
1018,Jones,jone.ai@yahoo.com,castle lite,180,450,968,435600,261360,Togo,northwest,October,2019
1019,Morgan,morganny@gmail.com,eagle lager,170,250,832,208000,66560,Benin,northeast ,November,2018
1020,Jones,jone.ai@yahoo.com,hero,150,200,763,152600,38150,Senegal,northcentral ,December,2018
1021,Parent,parentty@uk.com,beta malt,80,150,842,126300,58940,Ghana,Southeast,January,2017
1022,Kivell,kivel_go@yahoo.com,grand malt,90,150,848,127200,50880,Nigeria,west,February,2018
1023,Smith,smithMan@yahoo.com,trophy,150,200,988,197600,49400,Togo,southsouth,March,2018
1024,Parent,parentty@uk.com,budweiser,250,500,876,438000,219000,Benin,northwest,April,2018
1025,Gill,gillhell@uk.com,castle lite,180,450,900,405000,243000,Senegal,northeast ,May,2019
1026,Smith,smithMan@yahoo.com,eagle lager,170,250,938,234500,75040,Ghana,northcentral ,June,2019
1027,Jones,jone.ai@yahoo.com,hero,150,200,731,146200,36550,Nigeria,Southeast,July,2018
1028,Sorvino,sorvi2000@gmail.com,beta malt,80,150,779,116850,54530,Togo,west,August,2017
1029,Jardine,jard@gmail.com,grand malt,90,150,900,135000,54000,Benin,southsouth,September,2019
1030,Andrews,andy@gmail.com,trophy,150,200,953,190600,47650,Senegal,northwest,October,2017
1031,Howard,howard_freeman@yahoo.com,budweiser,250,500,700,350000,175000,Ghana,northeast ,November,2019
1032,Gill,gillhell@uk.com,castle lite,180,450,721,324450,194670,Nigeria,northcentral ,December,2018
1033,Gill,gillhell@uk.com,eagle lager,170,250,972,243000,77760,Togo,Southeast,January,2019
1034,Kivell,kivel_go@yahoo.com,hero,150,200,860,172000,43000,Benin,west,February,2018
1035,Jones,jone.ai@yahoo.com,beta malt,80,150,811,121650,56770,Senegal,southsouth,March,2019
1036,Morgan,morganny@gmail.com,grand malt,90,150,963,144450,57780,Ghana,northwest,April,2019
1037,Kivell,kivel_go@yahoo.com,trophy,150,200,974,194800,48700,Nigeria,northeast ,May,2017
1038,Sorvino,sorvi2000@gmail.com,budweiser,250,500,839,419500,209750,Togo,northcentral ,June,2019
1039,Gill,gillhell@uk.com,castle lite,180,450,907,408150,244890,Benin,Southeast,July,2017
1040,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,949,237250,75920,Senegal,west,August,2017
1041,Thompson,thomp@uk.com,hero,150,200,903,180600,45150,Ghana,southsouth,September,2019
1042,Andrews,andy@gmail.com,beta malt,80,150,740,111000,51800,Nigeria,northwest,October,2018
1043,Jardine,jard@gmail.com,grand malt,90,150,962,144300,57720,Togo,northeast ,November,2017
1044,Jardine,jard@gmail.com,trophy,150,200,892,178400,44600,Benin,northcentral ,December,2017
1045,Andrews,andy@gmail.com,budweiser,250,500,816,408000,204000,Senegal,Southeast,January,2019
1046,Jones,jone.ai@yahoo.com,castle lite,180,450,939,422550,253530,Ghana,west,February,2017
1047,Morgan,morganny@gmail.com,eagle lager,170,250,935,233750,74800,Nigeria,southsouth,March,2019
